artist,song,source_lyrics,tag,true_end_lyrics,generated_lyrics,generated_end_lyrics,bleu_score,perplexity
Jonas Brothers,Year 3000,"He said, ""I've been to the year 3000"" (Yeah, yeah)",[Chorus],"""Not much has changed, but they lived underwater"" (Oh, yeah) ""And your great-great-great-granddaughter Is doin' fine, doin' fine, doin' fine""","He said, ""I've been to the year 3000"" (Yeah, yeah) and I'm just finished. I don't know what to do, but I just want to be sure it doesn't happen again."," and I'm just finished. I don't know what to do, but I just want to be sure it doesn't happen again.",9.689041594391036e-232,9.895432472229004
Jonas Brothers,Year 3000,"He said, ""I've been to the",[Chorus],"year 3000 Not much has changed, but they lived underwater"" (Oh, yeah) ""And your great-great-great-granddaughter Is doin' fine, doin' fine""","He said, ""I've been to the government fair and square in downtown Edmonton. I've been with the city council for more than two years. I've been on the board for less than", government fair and square in downtown Edmonton. I've been with the city council for more than two years. I've been on the board for less than,8.860267032538113e-232,19.834468841552734
Jonas Brothers,Year 3000,"He said, ""I've been",[Outro],"to the year 3000 Not much has changed, but they lived underwater And your great-great-great-granddaughter Is doin' fine, doin' fine""","He said, ""I've been watching this movie for a long time.""

Watch more"," watching this movie for a long time.""

Watch more",1.0244914152188952e-231,89.13115692138672
Julia Michaels,Heaven,"Love's my religion, but he was my faith Something so sacred, so hard to replace Fallin' for him was like fallin' from grace All wrapped in one, he was",[Verse],"so many sins Would have done anything, everything for him And if you ask me, I would do it again","Love's my religion, but he was my faith Something so sacred, so hard to replace Fallin' for him was like fallin' from grace All wrapped in one, he was what you would call
When it came to his body, we knew he had to be
But if we didn't stop making him feel like crap"," what you would call
When it came to his body, we knew he had to be
But if we didn't stop making him feel like crap",9.049162215859829e-232,28.756088256835938
Julia Michaels,Heaven,"No need to imagine 'cause I know it's true They say, ""All good boys go to Heaven"" But bad boys bring heaven to you It's automatic,",[Chorus],"it's just what they do They say, ""All good boys go to Heaven"" But bad boys bring heaven to you","No need to imagine 'cause I know it's true They say, ""All good boys go to Heaven"" But bad boys bring heaven to you It's automatic, right? ""They got it for you"" They always say, ""Baby, baby, baby, baby, baby, baby, baby""
I"," right? ""They got it for you"" They always say, ""Baby, baby, baby, baby, baby, baby, baby""
I",1.0216652050829071e-231,15.050786972045898
Julia Michaels,Heaven,You don't realize the power they have Until they leave you and you want them back Nothing in this world prepares you for that I'm not ashamed that,[Verse],"he wasn't the one Had no idea what we would become There's no regrets, I just thought it was fun","You don't realize the power they have Until they leave you and you want them back Nothing in this world prepares you for that I'm not ashamed that I got out of your way
Nothing in this world prepares you for that I'm not ashamed that I got out of your way I know you can"," I got out of your way
Nothing in this world prepares you for that I'm not ashamed that I got out of your way I know you can",9.708517153143004e-232,25.161998748779297
Julia Michaels,Heaven,"No need to imagine 'cause I know it's true They say, ""All good boys go to Heaven"" But bad boys bring heaven to you It's automatic, it's just what they",[Chorus],"do They say, ""All good boys go to Heaven"" But bad boys bring heaven to you You might also like","No need to imagine 'cause I know it's true They say, ""All good boys go to Heaven"" But bad boys bring heaven to you It's automatic, it's just what they want When the angels say ""Go out"" The time is right They say, ""I'll never die"" But hell freezes over When angels say """," want When the angels say ""Go out"" The time is right They say, ""I'll never die"" But hell freezes over When angels say """,9.553933423268295e-232,45.29844665527344
Julia Michaels,Heaven,I still remember the moment,[Bridge],"we met The touch that he planted, the garden he left I guess the rain was just half that effect","I still remember the moment of silence I was feeling. I still remember that silence and then I realized I was alone. And then the next day, I realized, ""I"," of silence I was feeling. I still remember that silence and then I realized I was alone. And then the next day, I realized, ""I",1.0304886942700996e-231,23.907567977905273
Julia Michaels,Heaven,"No need to imagine 'cause I know it's true They say, ""All good boys go to Heaven"" But bad boys bring heaven to you It's automatic,",[Chorus],"it's just what they do They say, ""All good boys go to Heaven"" But bad boys bring heaven to you","No need to imagine 'cause I know it's true They say, ""All good boys go to Heaven"" But bad boys bring heaven to you It's automatic, Like a future I've never imagined
I'm no such poor man
Who knows how to judge
But what are we gonna do?
I"," Like a future I've never imagined
I'm no such poor man
Who knows how to judge
But what are we gonna do?
I",9.834278082278139e-232,28.05390739440918
Julia Michaels,Uh Huh,"It's electric how my lipstick Makes its own way right into your kiss, and It's pathetic how we both",[Verse],"get Kinda fucked up, hanging on each other We're ahead now, should we slow down? Should we slow down now?","It's electric how my lipstick Makes its own way right into your kiss, and It's pathetic how we both fall
Feeling connected to the intimacy we've been experiencing for the last five years
A beautiful world awaits you in all its fullness, with"," fall
Feeling connected to the intimacy we've been experiencing for the last five years
A beautiful world awaits you in all its fullness, with",8.584415844403847e-232,41.372135162353516
Julia Michaels,Uh Huh,"Uh-huh I think you're movin' in too close But I think that it's my body wanting it the most, like Uh-huh I don't know what it is I feel But I know it's my emotions going",[Chorus],"in for the kill, like Uh-huh (Uh-huh), uh-huh (Uh-huh) But I know it's my emotions going in for the kill","Uh-huh I think you're movin' in too close But I think that it's my body wanting it the most, like Uh-huh I don't know what it is I feel But I know it's my emotions going crazy I know it's hurting me I know it's hurting me, so what do I do?

""Uh-huh"" I think"," crazy I know it's hurting me I know it's hurting me, so what do I do?

""Uh-huh"" I think",9.675249329403791e-232,15.954833030700684
Julia Michaels,Uh Huh,It's electric how symmetric We both get when you lay beside me It's phonetic how our mouths grip Almost too tight to the,[Verse],"words we're sayin' We're in deep now, should we slow down? Should we slow down now? You might also like","It's electric how symmetric We both get when you lay beside me It's phonetic how our mouths grip Almost too tight to the heat of my body, ""Dangerous"" Aesthetically ugly"," heat of my body, ""Dangerous"" Aesthetically ugly",1.1258292406880782e-231,235.81834411621094
Julia Michaels,Uh Huh,"Uh-huh I think you're movin' in too close But I think that it's my body wanting it the most, like Uh-huh I don't know what it is I feel But I know it's my emotions going in for the kill, like Uh-huh (Uh-huh), uh-huh (Uh-huh) But I know it's my emotions going",[Chorus],"in for the kill, like Uh-huh (Uh-huh), uh-huh (Uh-huh) But I know it's my emotions going in for the kill","Uh-huh I think you're movin' in too close But I think that it's my body wanting it the most, like Uh-huh I don't know what it is I feel But I know it's my emotions going in for the kill, like Uh-huh (Uh-huh), uh-huh (Uh-huh) But I know it's my emotions going in for the kill, like Uh-huh (Uh-huh), uh-huh (Uh-huh)"," in for the kill, like Uh-huh (Uh-huh), uh-huh (Uh-huh)",7.955640502424632e-232,9.364094734191895
Julia Michaels,Uh Huh,"Uh-huh I think you're movin' in too close But I think that it's my body wanting it the most, like Uh-huh I don't know what it is I feel But I know it's my emotions going in for the kill, like Uh-huh (Uh-huh), uh-huh (Uh-huh) But I know it's my emotions going",[Chorus],"in for the kill, like Uh-huh (Uh-huh), uh-huh (Uh-huh) But I know it's my emotions going in for the kill","Uh-huh I think you're movin' in too close But I think that it's my body wanting it the most, like Uh-huh I don't know what it is I feel But I know it's my emotions going in for the kill, like Uh-huh (Uh-huh), uh-huh (Uh-huh) But I know it's my emotions going in for the kill, like Uh-huh (Uh-huh), uh-huh (Uh-huh) But I know it"," in for the kill, like Uh-huh (Uh-huh), uh-huh (Uh-huh) But I know it",8.93945512687472e-232,11.392945289611816
Justin Bieber,Baby,"You know you love me (Yo), I know you care (Uh-huh) Just shout whenever (Yo), and I'll be there (Uh-huh) You are my love (Yo), you are my heart (Uh-huh) And we will never, ever, ever be apart (Yo, uh-huh) Are we an item? (Yo) Girl, quit playin' (Uh-huh) We're just friends (Yo), what are you sayin'? (Uh-huh) Said, ""There's another"" (Yo), and looked right",[Verse],"in my eyes (Uh-huh) My first love broke my heart for the first time, and I was like (Yo, uh-huh)","You know you love me (Yo), I know you care (Uh-huh) Just shout whenever (Yo), and I'll be there (Uh-huh) You are my love (Yo), you are my heart (Uh-huh) And we will never, ever, ever be apart (Yo, uh-huh) Are we an item? (Yo) Girl, quit playin' (Uh-huh) We're just friends (Yo), what are you sayin'? (Uh-huh) Said, ""There's another"" (Yo), and looked right at you, with love, (Uh-huh) (Yeah) But I never feel a whole lot better (Yo, uh-huh"," at you, with love, (Uh-huh) (Yeah) But I never feel a whole lot better (Yo, uh-huh",1.0454407583424102e-231,23.78428840637207
